,title,start_time,end_time,word,stutter_type
0,p000001s000001w000001,0,0.645,"Right,",n
1,p000001s000001w000002,0.645,0.77,I'm,n
2,p000001s000001w000003,0.77,0.79,going,n
3,p000001s000001w000004,0.79,0.865,to,n
4,p000001s000001w000005,0.865,1.24,talk,n
5,p000001s000001w000006,1.24,1.435,about,n
6,p000001s000001w000007,1.435,1.845,fencing,n
7,p000001s000001w000008,1.845,2.065,for,n
8,p000001s000001w000009,2.065,2.09,a,n
9,p000001s000001w000010,2.09,2.52,bit.,n
10,p000001s000001w000011,2.52,2.84,Um,i
11,p000001s000001w000012,2.84,2.94,I,n
12,p000001s000001w000013,2.94,3.36,started,n
13,p000001s000001w000014,3.36,3.73,fencing,n
14,p000001s000001w000015,3.73,3.815,a,n
15,p000001s000001w000016,3.815,3.995,couple,n
16,p000001s000001w000017,3.995,4.17,of,n
17,p000001s000001w000018,4.17,4.48,years,n
18,p000001s000001w000019,4.48,5.51,ago.,n
19,p000001s000001w000020,5.51,6.01,There,n
20,p000001s000001w000021,6.01,6.36,are,n
21,p000001s000001w000022,6.36,6.72,three,n
22,p000001s000001w000023,6.72,6.81,W,s
23,p000001s000001w000024,6.81,6.89,W,s
24,p000001s000001w000025,6.89,6.915,W,s
25,p000001s000001w000026,6.915,7.71,W,s
26,p000001s000001w000027,7.71,8.85,WEAPONS,s
27,p000001s000001w000028,8.85,9.415,"foil,",n
28,p000001s000001w000029,9.415,9.83,epee,n
29,p000001s000001w000030,9.83,10.055,and,n
30,p000001s000001w000031,10.055,11.4,sabre.,n
31,p000001s000001w000032,11.4,11.525,I,n
32,p000001s000001w000033,11.525,11.875,started,n
33,p000001s000001w000034,11.875,12.09,off,n
34,p000001s000001w000035,12.09,12.315,on,n
35,p000001s000001w000036,12.315,13.11,"foil,",n
36,p000001s000001w000037,13.11,13.235,"um,",i
37,p000001s000001w000038,13.235,14.07,and,n
38,p000001s000001w000039,14.07,15.015,that,n
39,p000001s000001w000040,15.015,15.25,was,n
40,p000001s000001w000041,15.25,15.935,ok,n
41,p000001s000001w000042,15.935,16.36,um,i
42,p000001s000001w000043,16.36,17.495,but,n
43,p000001s000001w000044,17.495,17.665,I,n
44,p000001s000001w000045,17.665,17.955,didn't,n
45,p000001s000001w000046,17.955,18.14,feel,n
46,p000001s000001w000047,18.14,18.275,it,n
47,p000001s000001w000048,18.275,19.055,WUZSSSSSSSSS,p
48,p000001s000001w000049,19.055,20.28,um,i
49,p000001s000001w000050,20.28,20.485,as,n
50,p000001s000001w000051,20.485,21.035,interesting,n
51,p000001s000001w000052,21.035,21.255,as,n
52,p000001s000001w000053,21.255,21.35,some,n
53,p000001s000001w000054,21.35,21.405,of,n
54,p000001s000001w000055,21.405,21.52,the,n
55,p000001s000001w000056,21.52,21.825,"others,",n
56,p000001s000001w000057,21.825,22.4,so,n
57,p000001s000001w000058,22.4,22.66,I,n
58,p000001s000001w000059,22.66,23.2,started,n
59,p000001s000001w000060,23.2,23.28,doing,n
60,p000001s000001w000061,23.28,23.29,a,n
61,p000001s000001w000062,23.29,23.58,bit,n
62,p000001s000001w000063,23.58,23.875,of,n
63,p000001s000001w000064,23.875,24.305,epee,n
64,p000001s000001w000065,24.305,25.4,after,n
65,p000001s000001w000066,25.4,25.5,a,n
66,p000001s000001w000067,25.5,25.52,while.,n
67,p000001s000001w000068,25.52,25.83,And,n
68,p000001s000001w000069,25.83,25.92,I,s
69,p000001s000001w000070,25.92,26.155,IN,s
70,p000001s000001w000071,26.155,26.5,epee,n
71,p000001s000001w000072,26.5,26.53,you've,n
72,p000001s000001w000073,26.53,27.005,got,n
73,p000001s000001w000074,27.005,27.445,to,n
74,p000001s000001w000075,27.445,27.56,hit,n
75,p000001s000001w000076,27.56,27.885,your,n
76,p000001s000001w000077,27.885,28.46,opponent,n
77,p000001s000001w000078,28.46,28.635,with,n
78,p000001s000001w000079,28.635,28.89,the,n
79,p000001s000001w000080,28.89,29.23,end,n
80,p000001s000001w000081,29.23,29.455,of,n
81,p000001s000001w000082,29.455,29.675,the,n
82,p000001s000001w000083,29.675,30.74,swords,n
83,p000001s000001w000084,30.74,31.185,absolutely,n
84,p000001s000001w000085,31.185,31.525,"anywhere,",n
85,p000001s000001w000086,31.525,32.415,basically.,n
86,p000001s000001w000087,32.415,32.54,"Um,",i
87,p000001s000001w000088,32.54,34.065,and,n
88,p000001s000001w000089,34.065,34.335,I,s
89,p000001s000001w000090,34.335,34.965,ITS,s
90,p000001s000001w000091,34.965,35.13,all,n
91,p000001s000001w000092,35.13,35.35,done,n
92,p000001s000001w000093,35.35,36.07,with,n
93,p000001s000001w000094,36.07,37.28,um,i
94,p000001s000001w000095,37.28,37.315,C,s
95,p000001s000001w000096,37.315,37.4,C,s
96,p000001s000001w000097,37.4,37.965,OMPUTERS,s
