,title,start_time,end_time,word,stutter_type
0,p000001s000001w000001,0.0,0.275,I've,n
1,p000001s000001w000002,0.275,0.94,supported,n
2,p000001s000001w000003,0.94,1.26,Aston,n
3,p000001s000001w000004,1.26,1.48,VILLA,s
4,p000001s000001w000005,1.48,2.515,VILLA,s
5,p000001s000001w000006,2.515,2.91,for,n
6,p000001s000001w000007,2.91,3.175,eight,n
7,p000001s000001w000008,3.175,4.325,years.,n
8,p000001s000001w000009,4.325,4.615,I,n
9,p000001s000001w000010,4.615,5.235,supported,n
10,p000001s000001w000011,5.235,5.64,them,n
11,p000001s000001w000012,5.64,5.77,in,n
12,p000001s000001w000013,5.77,6.58,"1990,",n
13,p000001s000001w000014,6.58,7.26,when,n
14,p000001s000001w000015,7.26,7.595,my,n
15,p000001s000001w000016,7.595,8.085,uncle,n
16,p000001s000001w000017,8.085,8.855,died.,n
17,p000001s000001w000018,8.855,9.745,When,n
18,p000001s000001w000019,9.745,9.85,I,n
19,p000001s000001w000020,9.85,9.92,was,n
20,p000001s000001w000021,9.92,10.33,going,n
21,p000001s000001w000022,10.33,10.755,through,n
22,p000001s000001w000023,10.755,10.935,his,n
23,p000001s000001w000024,10.935,12.355,"house,",n
24,p000001s000001w000025,12.355,12.43,I,n
25,p000001s000001w000026,12.43,12.83,found,n
26,p000001s000001w000027,12.83,12.86,a,n
27,p000001s000001w000028,12.86,13.2,couple,n
28,p000001s000001w000029,13.2,13.37,of,n
29,p000001s000001w000030,13.37,13.625,badges,n
30,p000001s000001w000031,13.625,13.79,with,n
31,p000001s000001w000032,13.79,14.165,Aston,n
32,p000001s000001w000033,14.165,14.385,Villa,n
33,p000001s000001w000034,14.385,15.115,"on,",n
34,p000001s000001w000035,15.115,15.305,and,n
35,p000001s000001w000036,15.305,15.72,some,n
36,p000001s000001w000037,15.72,16.79,memorabilia.,n
37,p000001s000001w000038,16.79,17.075,Since,n
38,p000001s000001w000039,17.075,17.64,"then,",n
39,p000001s000001w000040,17.64,17.78,I've,n
40,p000001s000001w000041,17.78,18.28,supported,n
41,p000001s000001w000042,18.28,19.895,"them,",n
42,p000001s000001w000043,19.895,22.325,"er,",n
43,p000001s000001w000044,22.325,22.775,I've,n
44,p000001s000001w000045,22.775,24.025,supported,n
45,p000001s000001w000046,24.025,24.23,them,n
46,p000001s000001w000047,24.23,24.49,through,n
47,p000001s000001w000048,24.49,24.795,thick,n
48,p000001s000001w000049,24.795,24.99,and,n
49,p000001s000001w000050,24.99,26.1,"thin,",n
50,p000001s000001w000051,26.1,26.32,last,n
51,p000001s000001w000052,26.32,26.42,couple,n
52,p000001s000001w000053,26.42,26.55,of,n
53,p000001s000001w000054,26.55,26.92,seasons,n
