,title,start_time,end_time,word,stutter_type
0,p000001s000001w000001,0,0.98,FAVOURITE,s
1,p000001s000001w000002,0.98,1.21,er,i
2,p000001s000001w000003,1.21,1.835,COMPUTER,s
3,p000001s000001w000004,1.835,1.91,game,n
4,p000001s000001w000005,1.91,2.04,is,n
5,p000001s000001w000006,2.04,2.505,called,n
6,p000001s000001w000007,2.505,8.07,TOTAN,w
7,p000001s000001w000008,8.07,8.59,TOTAL,w
8,p000001s000001w000009,8.59,12.845,ANILATION.,s
9,p000001s000001w000010,12.845,13.74,Basically,n
10,p000001s000001w000011,13.74,14.175,IT,s
11,p000001s000001w000012,14.175,14.435,IS,w
12,p000001s000001w000013,14.435,14.685,IS,w
13,p000001s000001w000014,14.685,15.475,a,n
14,p000001s000001w000015,15.475,15.8,BLO,s
15,p000001s000001w000016,15.8,16.16,BLOW,s
16,p000001s000001w000017,16.16,16.305,em,n
17,p000001s000001w000018,16.305,16.425,up,n
18,p000001s000001w000019,16.425,17.375,and,n
19,p000001s000001w000020,17.375,17.665,um,i
20,p000001s000001w000021,17.665,17.915,BUILD,s
21,p000001s000001w000022,17.915,18.075,it,n
22,p000001s000001w000023,18.075,18.26,up,n
23,p000001s000001w000024,18.26,18.84,strategy,n
24,p000001s000001w000025,18.84,22,game.,n
25,p000001s000001w000026,22,22.145,You,n
26,p000001s000001w000027,22.145,22.53,start,n
27,p000001s000001w000028,22.53,22.585,off,n
28,p000001s000001w000029,22.585,23.405,with,n
29,p000001s000001w000030,23.405,23.615,BASIC,ph
30,p000001s000001w000031,23.615,23.925,YOUR,ph
31,p000001s000001w000032,23.925,24.48,BASIC,ph
32,p000001s000001w000033,24.48,25.03,boss,n
33,p000001s000001w000034,25.03,25.345,man,n
34,p000001s000001w000035,25.345,25.51,and,n
35,p000001s000001w000036,25.51,26.38,then,n
36,p000001s000001w000037,26.38,26.57,you,n
37,p000001s000001w000038,26.57,26.755,have,n
38,p000001s000001w000039,26.755,26.885,to,n
39,p000001s000001w000040,26.885,27.09,use,n
40,p000001s000001w000041,27.09,27.545,him,n
41,p000001s000001w000042,27.545,27.675,to,n
42,p000001s000001w000043,27.675,28.19,build,n
43,p000001s000001w000044,28.19,29.805,YOUR,s
44,p000001s000001w000045,29.805,30.645,extractor,n
45,p000001s000001w000046,30.645,30.81,to,n
46,p000001s000001w000047,30.81,30.985,get,n
47,p000001s000001w000048,30.985,31.14,your,n
48,p000001s000001w000049,31.14,32.37,resources,n
49,p000001s000001w000050,32.37,32.525,so,n
50,p000001s000001w000051,32.525,32.64,you,n
51,p000001s000001w000052,32.64,32.89,can,n
52,p000001s000001w000053,32.89,33.275,build,n
53,p000001s000001w000054,33.275,35.69,your,n
54,p000001s000001w000055,35.69,36.105,uh,i
55,p000001s000001w000056,36.105,37.37,FACILITIES,s
56,p000001s000001w000057,37.37,38.375,like,n
57,p000001s000001w000058,38.375,38.75,cable,n
58,p000001s000001w000059,38.75,39.79,lab,n
59,p000001s000001w000060,39.79,40.11,and,n
60,p000001s000001w000061,40.11,40.525,tank,n
61,p000001s000001w000062,40.525,41.615,bases.,n
62,p000001s000001w000063,41.615,42.06,Cable,n
63,p000001s000001w000064,42.06,46.84,means,p
64,p000001s000001w000065,46.84,47.095,it's,n
65,p000001s000001w000066,47.095,47.835,a,n
66,p000001s000001w000067,47.835,48.55,BASICALLY,s
67,p000001s000001w000068,48.55,48.98,it's,n
68,p000001s000001w000069,48.98,49.355,another,n
69,p000001s000001w000070,49.355,49.83,word,n
70,p000001s000001w000071,49.83,52.09,for,n
71,p000001s000001w000072,52.09,52.49,basic,n
72,p000001s000001w000073,52.49,52.69,foot,n
73,p000001s000001w000074,52.69,55.39,solider.,n
74,p000001s000001w000075,55.39,55.885,There,n
75,p000001s000001w000076,55.885,56.155,are,n
76,p000001s000001w000077,56.155,56.91,different,n
77,p000001s000001w000078,56.91,57.58,levels,n
78,p000001s000001w000079,57.58,58.14,OF,s
79,p000001s000001w000080,58.14,60.425,"TECHNOLOGY,",s
80,p000001s000001w000081,60.425,61.405,level,n
