,title,start_time,end_time,word,stutter_type
0,p000001s000001w000001,0.0,7.235,On,n
1,p000001s000001w000002,7.235,9.335,KRRRRRRRRIS,s
2,p000001s000001w000003,9.335,10.225,MAS,s
3,p000001s000001w000004,10.225,10.62,D-,s
4,p000001s000001w000005,10.62,10.775,um,s
5,p000001s000001w000006,10.775,13.195,Eve's,n
6,p000001s000001w000007,13.195,13.505,u,n
7,p000001s000001w000008,13.505,15.725,"night,",n
8,p000001s000001w000009,15.725,15.845,we,n
9,p000001s000001w000010,15.845,16.9,MMMMMMMIME,s
10,p000001s000001w000011,16.9,18.385,and,n
11,p000001s000001w000012,18.385,18.715,my,n
12,p000001s000001w000013,18.715,20.05,SI{x15}STER,s
13,p000001s000001w000014,20.05,20.29,C,s
14,p000001s000001w000015,20.29,22.545,COULDN'T,s
15,p000001s000001w000016,22.545,22.905,sleep,n
16,p000001s000001w000017,22.905,23.035,all,n
17,p000001s000001w000018,23.035,24.28,night.,n
18,p000001s000001w000019,24.28,25.74,"Mmm,",n
19,p000001s000001w000020,25.74,25.82,then,n
20,p000001s000001w000021,25.82,26.43,U,s
21,p000001s000001w000022,26.43,26.7,AT,s
22,p000001s000001w000023,26.7,27.955,TH{x12}OO,s
23,p000001s000001w000024,27.955,28.365,o,n
24,p000001s000001w000025,28.365,28.72,clock,n
25,p000001s000001w000026,28.72,29.59,WEE{x14},s
26,p000001s000001w000027,29.59,30.705,told,n
27,p000001s000001w000028,30.705,31.11,our,n
28,p000001s000001w000029,31.11,31.925,MMMMMU,s
29,p000001s000001w000030,31.925,32.325,UUUUUUM,s
30,p000001s000001w000031,32.325,33.985,and,n
31,p000001s000001w000032,33.985,34.165,dad,n
32,p000001s000001w000033,34.165,35.34,THTHTH,s
33,p000001s000001w000034,35.34,36.965,THTHTH,s
34,p000001s000001w000035,36.965,37.77,THAT,s
35,p000001s000001w000036,37.77,39.5,TH{x10}A,s
36,p000001s000001w000037,39.5,39.8,THAT,s
37,p000001s000001w000038,39.8,42.02,TH{x9}THTHTH,s
38,p000001s000001w000039,42.02,42.91,THAT,s
39,p000001s000001w000040,42.91,43.255,we,n
40,p000001s000001w000041,43.255,44.21,CCCCCCCCC,s
41,p000001s000001w000042,44.21,44.495,COULDN'T,s
42,p000001s000001w000043,44.495,44.795,sleep.,n
43,p000001s000001w000044,44.795,45.055,Um,s
44,p000001s000001w000045,45.055,45.275,e,n
45,p000001s000001w000046,45.275,46.035,S{x22},s
46,p000001s000001w000047,46.035,46.295,SO,s
47,p000001s000001w000048,46.295,46.475,my,n
48,p000001s000001w000049,46.475,46.555,dad,n
49,p000001s000001w000050,46.555,46.83,um,s
50,p000001s000001w000051,46.83,47.06,said,n
51,p000001s000001w000052,47.06,47.16,YYYYY,s
52,p000001s000001w000053,47.16,47.19,YYYYYYY,s
53,p000001s000001w000054,47.19,47.7,YYYYYOU,s
54,p000001s000001w000055,47.7,48.42,can,n
55,p000001s000001w000056,48.42,48.65,DU,s
56,p000001s000001w000057,48.65,49.03,YYYYYYYYYYOU,s
57,p000001s000001w000058,49.03,49.275,can,n
58,p000001s000001w000059,49.275,49.485,go,n
59,p000001s000001w000060,49.485,49.645,into,n
60,p000001s000001w000061,49.645,49.66,the,n
61,p000001s000001w000062,49.66,50.965,L{x16}I,s
62,p000001s000001w000063,50.965,51.355,LIV,s
63,p000001s000001w000064,51.355,52.135,LIVING,s
64,p000001s000001w000065,52.135,54.23,R{x25}OOM,s
65,p000001s000001w000066,54.23,54.545,and,n
66,p000001s000001w000067,54.545,54.695,open,n
67,p000001s000001w000068,54.695,54.695,um,s
68,p000001s000001w000069,54.695,54.7,one,n
69,p000001s000001w000070,54.7,55.585,PR{x12}E,s
70,p000001s000001w000071,55.585,57.485,RRRRRESANT.,s
71,p000001s000001w000072,57.485,58.19,So,n
72,p000001s000001w000073,58.19,58.445,we,n
73,p000001s000001w000074,58.445,58.775,WU,s
74,p000001s000001w000075,58.775,59.18,W,s
75,p000001s000001w000076,59.18,59.5,ENT,s
76,p000001s000001w000077,59.5,61.53,into,n
77,p000001s000001w000078,61.53,61.905,the,n
78,p000001s000001w000079,61.905,64.5,L{x15}IVING,s
79,p000001s000001w000080,64.5,64.64,"room,",n
80,p000001s000001w000081,64.64,64.775,and,n
81,p000001s000001w000082,64.775,64.885,we,n
82,p000001s000001w000083,64.885,66.35,LLLLLLLLLOOKED,s
83,p000001s000001w000084,66.35,66.685,at,n
84,p000001s000001w000085,66.685,67.26,all,n
85,p000001s000001w000086,67.26,67.76,the,n
86,p000001s000001w000087,67.76,68.145,P,s
87,p000001s000001w000088,68.145,68.76,RESANTS,s
88,p000001s000001w000089,68.76,70.045,that,n
89,p000001s000001w000090,70.045,71.82,S{x24},s
90,p000001s000001w000091,71.82,73.055,ZZ,s
91,p000001s000001w000092,73.055,73.43,ZZ,s
92,p000001s000001w000093,73.43,73.67,ANTA�S,s
93,p000001s000001w000094,73.67,75.27,"brought,",n
94,p000001s000001w000095,75.27,75.775,A,s
95,p000001s000001w000096,75.775,76.515,AND,s
96,p000001s000001w000097,76.515,76.535,then,n
97,p000001s000001w000098,76.535,76.57,we,n
98,p000001s000001w000099,76.57,78.505,W{x13}OPENED,s
99,p000001s000001w000100,78.505,78.66,um,s
100,p000001s000001w000101,78.66,78.68,A,s
101,p000001s000001w000102,78.68,78.69,A,s
102,p000001s000001w000103,78.69,79.155,present,n
103,p000001s000001w000104,79.155,80.065,which,n
104,p000001s000001w000105,80.065,80.31,was,n
105,p000001s000001w000106,80.31,80.53,um,s
106,p000001s000001w000107,80.53,80.61,a,n
107,p000001s000001w000108,80.61,82.46,S{x17}IBER,s
108,p000001s000001w000109,82.46,82.695,pet.,n
109,p000001s000001w000110,82.695,83.02,And,n
110,p000001s000001w000111,83.02,86.305,KLLLLLLLLLAUDIE,s
111,p000001s000001w000112,86.305,86.465,G,s
112,p000001s000001w000113,86.465,86.48,OT,s
113,p000001s000001w000114,86.48,86.495,A,s
114,p000001s000001w000115,86.495,86.495,A,s
115,p000001s000001w000116,86.495,86.595,A,s
116,p000001s000001w000117,86.595,86.735,P,s
117,p000001s000001w000118,86.735,87.28,PINK,s
118,p000001s000001w000119,87.28,87.61,"one,",n
119,p000001s000001w000120,87.61,87.66,THE,s
120,p000001s000001w000121,87.66,87.82,WITH,s
121,p000001s000001w000122,87.82,87.83,A,s
122,p000001s000001w000123,87.83,87.83,P,s
123,p000001s000001w000124,87.83,87.845,P,s
124,p000001s000001w000125,87.845,89.33,PURPLE,s
125,p000001s000001w000126,89.33,89.46,um,s
126,p000001s000001w000127,89.46,89.49,screen,n
127,p000001s000001w000128,89.49,89.49,BBBBB,s
128,p000001s000001w000129,89.49,89.6,BBB,s
129,p000001s000001w000130,89.6,90.66,W{x12}ATER,s
130,p000001s000001w000131,90.66,91.015,and,n
131,p000001s000001w000132,91.015,91.155,I,n
132,p000001s000001w000133,91.155,91.17,got,n
133,p000001s000001w000134,91.17,91.175,a,n
134,p000001s000001w000135,91.175,91.175,P,s
135,p000001s000001w000136,91.175,91.485,PURPLE,s
136,p000001s000001w000137,91.485,92.01,won,n
137,p000001s000001w000138,92.01,93.235,W{x10}ith,s
138,p000001s000001w000139,93.235,93.375,the,n
139,p000001s000001w000140,93.375,94.39,green,n
140,p000001s000001w000141,94.39,94.68,um,s
141,p000001s000001w000142,94.68,96.035,screen,n
142,p000001s000001w000143,96.035,96.035,BB,s
143,p000001s000001w000144,96.035,96.615,WATER.,s
144,p000001s000001w000145,96.615,96.735,Then,n
145,p000001s000001w000146,96.735,96.865,u,n
146,p000001s000001w000147,96.865,97.085,when,n
147,p000001s000001w000148,97.085,97.135,we,n
148,p000001s000001w000149,97.135,97.395,GU,s
149,p000001s000001w000150,97.395,97.515,GU,s
150,p000001s000001w000151,97.515,98.57,GGGOT,s
151,p000001s000001w000152,98.57,98.595,up,n
152,p000001s000001w000153,98.595,98.65,at,n
153,p000001s000001w000154,98.65,98.88,S{x15}U,s
154,p000001s000001w000155,98.88,100.36,SSSSS,s
155,p000001s000001w000156,100.36,100.76,SSS,s
156,p000001s000001w000157,100.76,100.82,SSEVAN,s
157,p000001s000001w000158,100.82,100.94,o,n
158,p000001s000001w000159,100.94,102.56,"clock,",n
159,p000001s000001w000160,102.56,103.31,CLLLLLLLL,s
160,p000001s000001w000161,103.31,103.625,LAUDIE'S,s
161,p000001s000001w000162,103.625,103.925,one,n
162,p000001s000001w000163,103.925,107.27,WWWWWWWU,s
163,p000001s000001w000164,107.27,108.645,W{x14}U,s
164,p000001s000001w000165,108.645,109.03,WW,s
165,p000001s000001w000166,109.03,109.32,AS,s
166,p000001s000001w000167,109.32,109.735,"unwell,",n
167,p000001s000001w000168,109.735,110.025,B,s
168,p000001s000001w000169,110.025,110.3,B,s
169,p000001s000001w000170,110.3,111.645,BUT,s
170,p000001s000001w000171,111.645,111.955,mine,n
171,p000001s000001w000172,111.955,112.25,was,n
172,p000001s000001w000173,112.25,112.5,still,n
173,p000001s000001w000174,112.5,113.78,okay.,n
174,p000001s000001w000175,113.78,115.265,Theb,n
175,p000001s000001w000176,115.265,115.495,on,n
176,p000001s000001w000177,115.495,116.22,Christmas,n
177,p000001s000001w000178,116.22,116.47,day,n
178,p000001s000001w000179,116.47,117.965,U,s
179,p000001s000001w000180,117.965,119.255,I,n
180,p000001s000001w000181,119.255,120.14,FFFFFFFFFORGOT,s
181,p000001s000001w000182,120.14,120.96,that,n
182,p000001s000001w000183,120.96,122.47,W{x14}E,s
183,p000001s000001w000184,122.47,122.8,still,n
184,p000001s000001w000185,122.8,123.985,had,n
185,p000001s000001w000186,123.985,125.515,T{x14},s
186,p000001s000001w000187,125.515,126.955,TTTTTO,s
187,p000001s000001w000188,126.955,127.04,go,n
188,p000001s000001w000189,127.04,127.04,T,s
189,p000001s000001w000190,127.04,127.04,T,s
190,p000001s000001w000191,127.04,127.04,T,s
191,p000001s000001w000192,127.04,127.335,T{x13}O,s
192,p000001s000001w000193,127.335,128.24,church.,n
193,p000001s000001w000194,128.24,128.69,So,n
194,p000001s000001w000195,128.69,129.39,as,n
195,p000001s000001w000196,129.39,130.795,we,n
196,p000001s000001w000197,130.795,131.03,were,n
197,p000001s000001w000198,131.03,131.275,RRRRRREADY,s
198,p000001s000001w000199,131.275,131.29,um,s
199,p000001s000001w000200,131.29,132.34,FFFFFFI,s
200,p000001s000001w000201,132.34,134.45,F{x10}-,s
201,p000001s000001w000202,134.45,134.82,about,n
202,p000001s000001w000203,134.82,135.55,FFFFFFFFFIFTEEN,s
203,p000001s000001w000204,135.55,135.9,minutes,n
204,p000001s000001w000205,135.9,136.335,BEFORE{x18},s
205,p000001s000001w000206,136.335,137.33,we,n
206,p000001s000001w000207,137.33,139.68,left.,n
207,p000001s000001w000208,139.68,140.025,Then,n
208,p000001s000001w000209,140.025,142.82,B,s
209,p000001s000001w000210,142.82,143.0,but,n
210,p000001s000001w000211,143.0,143.52,before,n
211,p000001s000001w000212,143.52,147.075,WWWWE,s
212,p000001s000001w000213,147.075,148.265,"went,",n
