,title,start_time,end_time,word,stutter_type
0,p000001s000001w000001,0,0.03,um,i
1,p000001s000001w000002,0.03,0.03,I,n
2,p000001s000001w000003,0.03,0.425,have,n
3,p000001s000001w000004,0.425,0.79,six,n
4,p000001s000001w000005,0.79,2.345,cousins,n
5,p000001s000001w000006,2.345,2.525,on,n
6,p000001s000001w000007,2.525,2.595,my,n
7,p000001s000001w000008,2.595,2.645,er,i
8,p000001s000001w000009,2.645,3.415,DA,s
9,p000001s000001w000010,3.415,4.04,DAD'S,s
10,p000001s000001w000011,4.04,4.305,er,n
11,p000001s000001w000012,4.305,5.165,side,n
12,p000001s000001w000013,5.165,5.82,of,n
13,p000001s000001w000014,5.82,5.875,the,n
14,p000001s000001w000015,5.875,6.465,family.,n
15,p000001s000001w000016,6.465,7.875,But,n
16,p000001s000001w000017,7.875,8.155,on,n
17,p000001s000001w000018,8.155,8.275,my,n
18,p000001s000001w000019,8.275,8.54,mum's,n
19,p000001s000001w000020,8.54,9.635,side,n
20,p000001s000001w000021,9.635,10.155,of,n
21,p000001s000001w000022,10.155,10.385,the,n
22,p000001s000001w000023,10.385,11,family,n
23,p000001s000001w000024,11,11.15,I,n
24,p000001s000001w000025,11.15,11.405,have,n
25,p000001s000001w000026,11.405,12.515,none.,n
26,p000001s000001w000027,12.515,12.74,So,n
27,p000001s000001w000028,12.74,13.23,when,n
28,p000001s000001w000029,13.23,13.265,my,n
29,p000001s000001w000030,13.265,13.265,um,i
30,p000001s000001w000031,13.265,13.76,W,s
31,p000001s000001w000032,13.76,15.43,um,i
32,p000001s000001w000033,15.43,15.815,aunty,n
33,p000001s000001w000034,15.815,17.685,was,n
34,p000001s000001w000035,17.685,18,taken,n
35,p000001s000001w000036,18,18,pregnant,n
36,p000001s000001w000037,18,18,two,n
37,p000001s000001w000038,18,18.39,weeks,n
38,p000001s000001w000039,18.39,18.415,ago,n
39,p000001s000001w000040,18.415,19.265,I,n
40,p000001s000001w000041,19.265,20.62,couldn't,n
41,p000001s000001w000042,20.62,22.22,I,n
42,p000001s000001w000043,22.22,23.19,was,n
43,p000001s000001w000044,23.19,23.495,S,s
44,p000001s000001w000045,23.495,25.37,SPEECHLESS,p
45,p000001s000001w000046,25.37,26.145,when,n
46,p000001s000001w000047,26.145,26.195,I,n
47,p000001s000001w000048,26.195,26.325,"um,",i
48,p000001s000001w000049,26.325,27.97,w,n
49,p000001s000001w000050,27.97,27.97,um,i
50,p000001s000001w000051,27.97,28.05,knew,n
51,p000001s000001w000052,28.05,28.505,that,n
52,p000001s000001w000053,28.505,28.505,that,n
53,p000001s000001w000054,28.505,28.53,I,n
54,p000001s000001w000055,28.53,28.775,had,n
55,p000001s000001w000056,28.775,28.95,a,n
56,p000001s000001w000057,28.95,31.62,baby,n
57,p000001s000001w000058,31.62,31.625,C,s
58,p000001s000001w000059,31.625,34.645,COUSIN,s
59,p000001s000001w000060,34.645,34.945,and,n
60,p000001s000001w000061,34.945,34.995,she,n
61,p000001s000001w000062,34.995,35.165,said,n
62,p000001s000001w000063,35.165,35.35,w�m,n
63,p000001s000001w000064,35.35,35.35,going,n
64,p000001s000001w000065,35.35,35.35,to,n
