,title,start_time,end_time,word,stutter_type
0,p000001s000001w000001,0.0,0.775,AND,s
1,p000001s000001w000002,0.775,2.18,AND,s
2,p000001s000001w000003,2.18,2.215,AA,s
3,p000001s000001w000004,2.215,2.33,AND,s
4,p000001s000001w000005,2.33,2.43,A,s
5,p000001s000001w000006,2.43,3.16,got,n
6,p000001s000001w000007,3.16,3.53,into,n
7,p000001s000001w000008,3.53,4.165,�WWWWIGXton,n
8,p000001s000001w000009,4.165,4.415,DI,s
9,p000001s000001w000010,4.415,4.51,DH,s
10,p000001s000001w000011,4.51,5.25,DH,s
11,p000001s000001w000012,5.25,5.83,DH,s
12,p000001s000001w000013,5.83,6.615,DH,s
13,p000001s000001w000014,6.615,7.9,DHIS,s
14,p000001s000001w000015,7.9,8.39,THIS,s
15,p000001s000001w000016,8.39,9.435,year.,n
16,p000001s000001w000017,9.435,9.605,And,n
17,p000001s000001w000018,9.605,9.865,I,n
18,p000001s000001w000019,9.865,10.04,want,n
19,p000001s000001w000020,10.04,10.085,to,n
20,p000001s000001w000021,10.085,10.085,be,n
21,p000001s000001w000022,10.085,10.095,a,n
22,p000001s000001w000023,10.095,10.405,FFFFFFOOGX,s
23,p000001s000001w000024,10.405,11.725,FFFFFOO,s
24,p000001s000001w000025,11.725,12.705,A�baller,n
25,p000001s000001w000026,12.705,12.72,WE,s
26,p000001s000001w000027,12.72,13.08,WHEN,s
27,p000001s000001w000028,13.08,13.35,I,n
28,p000001s000001w000029,13.35,13.7,grow,n
29,p000001s000001w000030,13.7,13.9,up.,n
30,p000001s000001w000031,13.9,14.165,And,n
31,p000001s000001w000032,14.165,14.38,um,s
32,p000001s000001w000033,14.38,14.485,"um,",s
33,p000001s000001w000034,14.485,16.215,and,n
34,p000001s000001w000035,16.215,16.385,if,n
35,p000001s000001w000036,16.385,17.0,I,n
36,p000001s000001w000037,17.0,18.52,ain't,n
37,p000001s000001w000038,18.52,18.67,a,n
38,p000001s000001w000039,18.67,19.33,FOOGX,s
39,p000001s000001w000040,19.33,20.385,FOOT,s
40,p000001s000001w000041,20.385,20.45,BOO,s
41,p000001s000001w000042,20.45,21.63,baller,n
42,p000001s000001w000043,21.63,22.525,rather,n
43,p000001s000001w000044,22.525,22.655,be,n
44,p000001s000001w000045,22.655,22.93,a,n
45,p000001s000001w000046,22.93,23.315,"gambler,",n
46,p000001s000001w000047,23.315,23.49,a,n
47,p000001s000001w000048,23.49,25.98,RESHstler,n
48,p000001s000001w000049,25.98,28.175,"or,",n
49,p000001s000001w000050,28.175,29.42,what,n
50,p000001s000001w000051,29.42,29.84,was,n
51,p000001s000001w000052,29.84,31.765,that,n
52,p000001s000001w000053,31.765,34.96,other,n
53,p000001s000001w000054,34.96,35.4,one?,n
54,p000001s000001w000055,35.4,36.555,"UM,",s
55,p000001s000001w000056,36.555,38.995,DA,s
56,p000001s000001w000057,38.995,39.095,DA,s
57,p000001s000001w000058,39.095,39.15,A,s
58,p000001s000001w000059,39.15,39.225,A,s
59,p000001s000001w000060,39.225,40.165,computer,n
60,p000001s000001w000061,40.165,44.53,person.,n
61,p000001s000001w000062,44.53,44.755,And,n
62,p000001s000001w000063,44.755,45.385,UM,s
63,p000001s000001w000064,45.385,46.095,I,n
64,p000001s000001w000065,46.095,48.405,K,s
65,p000001s000001w000066,48.405,48.445,ER,s
66,p000001s000001w000067,48.445,48.445,ER,s
67,p000001s000001w000068,48.445,48.445,I,n
68,p000001s000001w000069,48.445,48.445,ER,s
69,p000001s000001w000070,48.445,48.5,I,n
70,p000001s000001w000071,48.5,48.535,ER,s
71,p000001s000001w000072,48.535,48.93,UM,s
72,p000001s000001w000073,48.93,49.645,UM,s
73,p000001s000001w000074,49.645,55.145,U,s
74,p000001s000001w000075,55.145,55.335,my,n
