,title,start_time,end_time,word,stutter_type
0,p000001s000001w000001,0.0,1.58,AR,s
1,p000001s000001w000002,1.58,1.58,AR,s
2,p000001s000001w000003,1.58,1.58,AR,s
3,p000001s000001w000004,1.58,1.58,AR,s
4,p000001s000001w000005,1.58,1.67,AR,s
5,p000001s000001w000006,1.67,2.135,ARTS,s
6,p000001s000001w000007,2.135,3.055,E,s
7,p000001s000001w000008,3.055,3.345,A,s
8,p000001s000001w000009,3.345,3.7,um,n
9,p000001s000001w000010,3.7,4.01,thing,n
10,p000001s000001w000011,4.01,4.17,that,n
11,p000001s000001w000012,4.17,4.38,U,s
12,p000001s000001w000013,4.38,4.875,AR,s
13,p000001s000001w000014,4.875,5.015,I'LL,s
14,p000001s000001w000015,5.015,5.22,um,n
15,p000001s000001w000016,5.22,5.835,take,n
16,p000001s000001w000017,5.835,6.11,in,n
17,p000001s000001w000018,6.11,8.42,WWW,s
18,p000001s000001w000019,8.42,8.42,WWWWW,s
19,p000001s000001w000020,8.42,8.615,WWWW,s
20,p000001s000001w000021,8.615,8.825,WU,s
21,p000001s000001w000022,8.825,9.155,ONE,s
22,p000001s000001w000023,9.155,9.155,YYY,s
23,p000001s000001w000024,9.155,9.16,YY,s
24,p000001s000001w000025,9.16,9.16,YY,s
25,p000001s000001w000026,9.16,9.165,YY,s
26,p000001s000001w000027,9.165,9.66,YEAR'S,s
27,p000001s000001w000028,9.66,9.82,T,s
28,p000001s000001w000029,9.82,10.13,TU,s
29,p000001s000001w000030,10.13,10.48,T,s
30,p000001s000001w000031,10.48,10.965,TIE,s
31,p000001s000001w000032,10.965,11.45,TIME,s
32,p000001s000001w000033,11.45,12.36,for,n
33,p000001s000001w000034,12.36,13.285,J,s
34,p000001s000001w000035,13.285,14.225,J,s
35,p000001s000001w000036,14.225,14.88,JI,s
36,p000001s000001w000037,14.88,16.415,J,s
37,p000001s000001w000038,16.415,17.35,J,s
38,p000001s000001w000039,17.35,17.96,J,s
39,p000001s000001w000040,17.96,19.465,J,s
40,p000001s000001w000041,19.465,20.035,J,s
41,p000001s000001w000042,20.035,21.18,J,s
42,p000001s000001w000043,21.18,22.525,JEE,s
43,p000001s000001w000044,22.525,22.725,J,s
