,title,start_time,end_time,word,stutter_type
0,p000001s000001w000001,0.0,5.825,MAA,s
1,p000001s000001w000002,5.825,6.385,"PLI,",s
2,p000001s000001w000003,6.385,6.47,I,n
3,p000001s000001w000004,6.47,6.48,got,n
4,p000001s000001w000005,6.48,6.72,my,n
5,p000001s000001w000006,6.72,7.235,playstation,n
6,p000001s000001w000007,7.235,7.265,in,n
7,p000001s000001w000008,7.265,7.43,the,n
8,p000001s000001w000009,7.43,8.05,summer,n
9,p000001s000001w000010,8.05,8.94,"holidays,",n
10,p000001s000001w000011,8.94,9.59,yeah,n
11,p000001s000001w000012,9.59,9.685,AA,s
12,p000001s000001w000013,9.685,10.105,AND,s
13,p000001s000001w000014,10.105,11.02,W,s
14,p000001s000001w000015,11.02,11.27,when,n
15,p000001s000001w000016,11.27,11.54,you,n
16,p000001s000001w000017,11.54,11.66,open,n
17,p000001s000001w000018,11.66,11.79,"it,",n
18,p000001s000001w000019,11.79,12.765,IT,s
19,p000001s000001w000020,12.765,13.305,TAKES,s
20,p000001s000001w000021,13.305,13.72,CD,s
21,p000001s000001w000022,13.72,14.25,IT,s
22,p000001s000001w000023,14.25,14.565,TAKES,s
23,p000001s000001w000024,14.565,15.04,CD,s
24,p000001s000001w000025,15.04,16.005,games.,n
25,p000001s000001w000026,16.005,16.885,And,n
26,p000001s000001w000027,16.885,17.12,I've,n
27,p000001s000001w000028,17.12,17.355,got,n
28,p000001s000001w000029,17.355,17.71,one,n
29,p000001s000001w000030,17.71,18.03,game,n
30,p000001s000001w000031,18.03,18.79,which,n
31,p000001s000001w000032,18.79,19.025,is,n
32,p000001s000001w000033,19.025,19.065,a,n
33,p000001s000001w000034,19.065,19.8,karate,n
34,p000001s000001w000035,19.8,20.01,game.,n
35,p000001s000001w000036,20.01,20.465,And,n
36,p000001s000001w000037,20.465,20.86,it's,n
37,p000001s000001w000038,20.86,21.505,got,n
38,p000001s000001w000039,21.505,21.785,twenty,n
39,p000001s000001w000040,21.785,22.18,players,n
40,p000001s000001w000041,22.18,22.325,in,n
41,p000001s000001w000042,22.325,22.41,it,n
42,p000001s000001w000043,22.41,23.14,and,n
43,p000001s000001w000044,23.14,23.34,they,n
44,p000001s000001w000045,23.34,23.45,give,n
45,p000001s000001w000046,23.45,23.565,you,n
46,p000001s000001w000047,23.565,24.02,ten.,n
47,p000001s000001w000048,24.02,24.705,"And,",n
